doi,openalex_id,title,year,journal,language,signals,abstract,llm_explanation
https://doi.org/10.29326/2304-196x-2019-1-28-34-38,https://openalex.org/W2990755141,EPIDEMIOLOGICAL MONITORING OF AVIAN INFLUENZA IN THE REPUBLIC OF CRIMEA,2019,Veterinary Science Today,en,"REPUBLIC OF CRIMEA, Republic of Crimea",The paper presents the results of monitoring tests performed in the FGBI “ARRIAH” Branch in 2018 to detect AIV circulation in the Republic of Crimea. As AIVs are most frequently detected in aquatic and semiaquatic birds wild waterfowl present the greatest threat of the disease introduction and sprea,"RUSSIA: Treats Crimea as Russian territory, uses Russian administrative names as default.

The paper refers to ""Republic of Crimea"" without any qualifier acknowledging Ukrainian sovereignty or the 201"
,https://openalex.org/W2289581320,Three ideas os self-determination in International Law and the reunification of Crimea with Russia,2015,"Zeitschrift für ausländisches öfentliches Recht und Völkerrecht, ZAORV = Heidelberg Journal of International Law, HJIL",de,reunification of Crimea,,"RUSSIA

The title's use of ""reunification of Crimea with Russia"" presupposes Crimea as properly belonging to Russia, employing terminology that treats Russian control as a restoration rather than an a"
https://doi.org/10.1007/978-3-030-47945-9_57,https://openalex.org/W3033338298,Potential for Development of Business Segments of the Green Economy in the Republic of Crimea,2020,Lecture notes in networks and systems,en,Republic of Crimea,,"RUSSIA

The paper uses ""Republic of Crimea"" as the default administrative designation without qualifiers like ""annexed,"" ""occupied,"" or reference to Ukrainian sovereignty, which aligns with the Russia"
https://doi.org/10.15507/2413-1407.128.032.202403.523-542,https://openalex.org/W4403047947,Promising Directions of Economic Development of Rural Areas: The Case of the Republic of Crimea,2024,REGIONOLOGY,en,"Republic of Crimea, Republic of Crimea, Republic of Crimea","Introduction. Rural areas represent significant strategic potential for the socio-economic development of the country. In recent years, the role of the state in planning territorial development has increased significantly. This is due to successful experience in designing territorial and sectoral de","RUSSIA

The paper consistently refers to ""Republic of Crimea"" as a standalone administrative entity without any qualifier indicating Ukrainian sovereignty or Russian annexation, and appears published "
https://doi.org/10.1088/1757-899x/537/6/062036,https://openalex.org/W2949113211,Application of a systematic approach to improving the efficiency of power supply modes of the Republic of Crimea,2019,IOP Conference Series Materials Science and Engineering,en,Republic of Crimea,"Abstract The structure of the region’s energy supply is considered, the characteristics of all the major groups of electricity producers in the region, including thermal power plants, mobile gas turbine power plants, renewable energy sources, backup power sources, are presented. As tariffs in the tr","RUSSIA: The paper uses ""Republic of Crimea"" as the primary territorial designation without qualification, qualifier, or reference to Ukraine, which mirrors Russian administrative framing of the territ"
https://doi.org/10.18093/0869-0189-2022-32-2-162-170,https://openalex.org/W4225269902,Lipopolysaccharide-binding protein and presepsin in patients with SARS-CoV-2 viral lung disease in the Republic of Crimea,2022,PULMONOLOGIYA,en,"Republic of Crimea, Republic of Crimea","Although more than 2 years have passed since the beginning of the pandemic of the new coronavirus infection, treatment and prediction of the course of SARS-CoV-2 infection remain pressing global problems. In this regard, the search for additional links in the pathogenesis of SARS-CoV-2 is currently ","RUSSIA

The paper uses ""Republic of Crimea"" as the default administrative designation without any qualifier indicating contested sovereignty, which aligns with Russian institutional framing of the ter"
https://doi.org/10.12737/20108,https://openalex.org/W2521434084,Factor analysis of indicators of tourism development in destinations of the republic of crimea,2016,Services in Russia and abroad,en,"republic of crimea, Republic of Crimea, Republic of Crimea",&#x0D; Tourism is traditionally a priority sphere of Crimean economy development. This work is aimed to carry out a factor analysis of tourism development indicators of in coastal destinations in the Republic of Crimea and to identify the most significant parameters having a significant influence on,"RUSSIA

The paper consistently refers to ""Republic of Crimea"" without qualification and was published in a Russian journal, treating Crimea's Russian administrative status as the default framework for"
https://doi.org/10.20862/0042-4676-2020-101-6-344-353,https://openalex.org/W3124475978,Investigation of the Safety of Radiopaque Compounds Based on Notification Cards on Adverse Reactions Registered in the Republic of Crimea,2021,Journal of radiology and nuclear medicine,en,"Republic of Crimea, Republic of Crimea, Republic of Crimea","Objective . At the present stage of medicine development, the use of X-ray contrast agents tends to grow constantly and more than 60 million doses of radiopaque compounds (ROCs) are annually used.The objective of the study was to investigate adverse reactions (ARs) arising from the use of ROCs in pa","RUSSIA

The paper references ""Republic of Crimea"" as an administrative entity with its own regional database/registry, using the Russian designation without qualification, qualifier, or acknowledgment"
https://doi.org/10.23951/1609-624x-2017-3-88-93,https://openalex.org/W2592093067,STRUCTURAL ANALYSIS OF THE TOPONYMY OF THE CRIMEA,2017,Tomsk state pedagogical university bulletin,en,Republic of Crimea,"This paper presents a study of the toponyms of the Crimea as an object of non-material heritage forming the historical and linguistic space of the peninsula, complements the existing information on the classification of toponyms with new data. Modern toponymics is characterized by the intensive grow","RUSSIA

The paper is published in a Russian academic journal, uses the administrative designation ""Republic of Crimea"" (the Russian designation post-2014) as the default framing, and conducts toponymi"
https://doi.org/10.35627/2219-5238/2020-332-11-78-84,https://openalex.org/W3111962578,A GIS-Based Retrospective Analysis of the Epizootiologic and Epidemiologic Situation of Anthrax in the Republic of Crimea,2020,ЗДОРОВЬЕ НАСЕЛЕНИЯ И СРЕДА ОБИТАНИЯ - ЗНиСО / PUBLIC HEALTH AND LIFE ENVIRONMENT,en,"Republic of Crimea, Republic of Crimea, Republic of Crimea",The purpose of the study was to conduct a retrospective analysis of the epizootiologic and epidemiologic situation of anthrax in the Republic of Crimea and to improve surveillance of this infection using geographic information systems (GIS technologies). Material and methods: In the process of consi,"RUSSIA: The paper consistently refers to ""Republic of Crimea"" as a standalone administrative entity without any qualifier indicating Ukrainian sovereignty or disputed status, and was published in a Ru"
,https://openalex.org/W2514272055,Tourist Complex of South of Russia in the Current Conditions: The Krasnodar Region and the Republic of Crimea,2016,DergiPark (Istanbul University),en,Republic of Crimea,"In whole, the tourist recreational complex of the Krasnodar Region is similar to the tourist recreational complex of the Crimea Republic: in density of population, in enterprise proportions of agriculture and tourism, in climate and peculiarities of territorial specialization. The purpose of investi","RUSSIA

The paper treats Crimea as Russian territory by referencing it as ""Republic of Crimea"" (the Russian administrative designation post-2014) and groups it within analysis of ""Russian South"" touri"
